,filter_options,id,configuration,provider_experiment_id,clients_options,product,success_variation,clients,name,experiment_event_start,archive,status,variations,provider_id,date_end,date_start
49,"""""",3592,,,"{""MS_IOS"": [[""country"", [""GB""]]], ""MS_ANDROID"": [[""country"", [""GB""]]]}",MU,0,"[""MS_ANDROID"", ""MS_IOS""]",AA Experiment Localisation Great Britain ,,0,1,2,0,0,1695373858
50,,4867,,6666ea1ee4b0169b005d5451,,MU,0,"[""MS_WEB"", ""MS_IOS"", ""MS_ANDROID""]",Imported experiment [BLOOMREACH/6666ea1ee4b0169b005d5451],,0,1,2,1,0,1718203322
51,,4438,,65cb80aebea71361093f1498,,MU,0,"[""MS_WEB"", ""MS_IOS"", ""MS_ANDROID""]",Imported experiment [BLOOMREACH/65cb80aebea71361093f1498],,0,1,2,1,0,1708603557
52,,4336,,65bcd23c6d77a0b6de95cfad,,MU,0,"[""MS_WEB"", ""MS_IOS"", ""MS_ANDROID""]",02.02.24 Winter Sale PRO+ Long trial A/B middle inactive,,0,1,2,1,0,1706894077
53,"{""metrics"": [], ""version"": ""0"", ""explosure"": ""dim_has_participated"", ""dim_source"": [""ALL""], ""dim_country"": [""ALL""], ""dim_platform"": [""ALL""], ""ratio_metrics"": {""num"": [], ""denum"": [], ""method"": ""linear""}, ""dim_device_type"": [""ALL""], ""dim_is_new_user"": [""ALL""], ""dim_is_authorised"": [""ALL""], ""is_outlayer_filter"": [0, 0], ""exp_calc_start_date"": """", ""dim_has_participated"": [""0"", ""1""], ""dim_has_subscription"": [""ALL""], ""dim_experiment_variation"": [""1"", ""2"", ""3"", ""4"", ""5""]}",4888,,,,MU,0,"[""MS_WEB""]",PRODUCT. MU-Web-All. Audio for PDF scores / with new exp ID,,0,1,2,0,0,1719312603
54,,4615,,660680b3a39356d65200f3c9,,MU,0,"[""MS_WEB"", ""MS_IOS"", ""MS_ANDROID""]",Imported experiment [BLOOMREACH/660680b3a39356d65200f3c9],,0,1,2,1,0,1711728800
55,"{""metrics"": [], ""version"": ""0"", ""explosure"": ""dim_has_participated"", ""dim_source"": [""ALL""], ""dim_country"": [""ALL""], ""dim_platform"": [""ALL""], ""ratio_metrics"": {""num"": [], ""denum"": [], ""method"": ""linear""}, ""dim_device_type"": [""ALL""], ""dim_is_new_user"": [""ALL""], ""dim_is_authorised"": [""ALL""], ""is_outlayer_filter"": [0, 0], ""exp_calc_start_date"": """", ""dim_has_participated"": [""0"", ""1""], ""dim_has_subscription"": [""ALL""], ""dim_experiment_variation"": [""1"", ""2"", ""3"", ""4"", ""5""]}",4957,,,,MU,0,"[""MS_WEB""]",PRODUCT. WEB. Separate Hal Leonard scores from Official (3rd iteration),,0,1,2,0,0,1722862703
56,"{""metrics"": [], ""version"": ""0"", ""explosure"": """", ""dim_is_bot"": [""ALL""], ""dim_source"": [""UG_BLOOMREACH"", ""UGT_IOS"", ""UGT_ANDROID"", ""UG_WEB"", ""UGT_HUAWEI"", ""UG_IOS"", ""UG_ANDROID""], ""dim_country"": [""ALL""], ""dim_platform"": [""0"", ""1"", ""2"", ""3"", ""4""], ""dim_utm_term"": [""ALL""], ""ratio_metrics"": {""num"": [], ""denum"": [], ""method"": ""linear""}, ""dim_edu_rights"": [""ALL""], ""dim_edu_status"": [""ALL""], ""dim_pro_rights"": [""ALL""], ""dim_pro_status"": [""ALL""], ""dim_utm_medium"": [""ALL""], ""dim_utm_source"": [""ALL""], ""dim_sing_rights"": [""ALL""], ""dim_sing_status"": [""ALL""], ""dim_source_type"": [""ALL""], ""dim_utm_content"": [""ALL""], ""dim_utm_campaign"": [""ALL""], ""dim_source_screen"": [""ALL""], ""dim_bm_action_name"": [""ALL""], ""dim_bm_campaign_id"": [""ALL""], ""is_outlayer_filter"": [0, 0], ""exp_calc_start_date"": """", ""dim_bm_campaign_name"": [""ALL""], ""dim_user_autorization"": [""ALL""], ""dim_experiment_provider"": [""ALL""], ""dim_experiment_variation"": [""1"", ""2"", ""3"", ""4"", ""5""]}",4866,"project: ""https://alice.mu.se/pages/viewpage.action?pageId=340774268""",,"{""UGT_IOS"": [[""version"", ""7.0.47""]], ""UGT_ANDROID"": [[""version"", ""7.0.57""]]}",UG,0,"[""UGT_ANDROID"", ""UGT_IOS""]",[UG Монетизация] UG App: tour – dynamic pricing model,Banner Tour View,0,1,2,0,1721722209,1721770346
57,"{""metrics"": [], ""version"": ""0"", ""explosure"": ""dim_has_participated"", ""dim_source"": [""ALL""], ""dim_country"": [""ALL""], ""dim_platform"": [""ALL""], ""ratio_metrics"": {""num"": [], ""denum"": [], ""method"": ""linear""}, ""dim_device_type"": [""ALL""], ""dim_is_new_user"": [""ALL""], ""dim_is_authorised"": [""ALL""], ""is_outlayer_filter"": [0, 0], ""exp_calc_start_date"": """", ""dim_has_participated"": [""0"", ""1""], ""dim_has_subscription"": [""ALL""], ""dim_experiment_variation"": [""1"", ""2"", ""3"", ""4"", ""5""]}",5059,,,,MU,0,"[""MS_WEB""]",MONEY. MU WEB: Mobile apps like plans comparison - DESKTOP,,0,1,2,0,1723033818,1723034905
58,"{""metrics"": [], ""version"": ""0"", ""explosure"": ""dim_has_participated"", ""dim_source"": [""ALL""], ""dim_country"": [""ALL""], ""dim_platform"": [""ALL""], ""ratio_metrics"": {""num"": [], ""denum"": [], ""method"": ""linear""}, ""dim_device_type"": [""ALL""], ""dim_is_new_user"": [""ALL""], ""dim_is_authorised"": [""ALL""], ""is_outlayer_filter"": [0, 0], ""exp_calc_start_date"": """", ""dim_has_participated"": [""0"", ""1""], ""dim_has_subscription"": [""ALL""], ""dim_experiment_variation"": [""1"", ""2"", ""3"", ""4"", ""5""]}",4852,,,,MU,0,"[""MS_WEB""]",MONEY. MU Web. Raising prices for active subscribers,,0,1,4,0,0,1717703045
59,,4702,,661e3ac70f7eed35f38076a5,,MU,0,"[""MS_WEB"", ""MS_IOS"", ""MS_ANDROID""]",Imported experiment [BLOOMREACH/661e3ac70f7eed35f38076a5],,0,1,2,1,0,1713534746
60,,5041,,66a79960b0b41082b7b507d1,,MU,0,"[""MS_WEB"", ""MS_IOS"", ""MS_ANDROID""]",Imported experiment [BLOOMREACH/66a79960b0b41082b7b507d1],,0,1,2,1,1722423055,1722423115
61,"{""metrics"": []}",5007,,66acef10cf97bd859343b347,,UG,0,"[""UG_WEB"", ""UGT_IOS"", ""UG_IOS"", ""UGT_ANDROID"", ""UG_ANDROID""]",A/B decades 60s promotion for Pro/Lifetime mix users 4.08.24,,0,1,2,1,0,1722783761
62,,4576,,65f6db37dd4591acfb6b3a6c,,MU,0,"[""MS_WEB"", ""MS_IOS"", ""MS_ANDROID""]",Imported experiment [BLOOMREACH/65f6db37dd4591acfb6b3a6c],,0,1,2,1,0,1710782115
63,,4912,,667d612cc093d767b6c94ff9,,MU,0,"[""MS_WEB"", ""MS_IOS"", ""MS_ANDROID""]",Imported experiment [BLOOMREACH/667d612cc093d767b6c94ff9],,0,1,2,1,0,1719591398
64,"{""metrics"": [], ""version"": ""0"", ""explosure"": ""dim_has_participated"", ""dim_source"": [""ALL""], ""dim_country"": [""ALL""], ""dim_platform"": [""ALL""], ""ratio_metrics"": {""num"": [], ""denum"": [], ""method"": ""linear""}, ""dim_device_type"": [""ALL""], ""dim_is_new_user"": [""ALL""], ""dim_is_authorised"": [""ALL""], ""is_outlayer_filter"": [0, 0], ""exp_calc_start_date"": """", ""dim_has_participated"": [""0"", ""1""], ""dim_has_subscription"": [""ALL""], ""dim_experiment_variation"": [""1"", ""2"", ""3"", ""4"", ""5""]}",5002,,,,MU,0,"[""MS_WEB""]",Money. Web. All. Unrefundable download and print option,,0,1,2,0,1722247028,1722247035
65,,4969,,6690d254d0bb38b7a04a4350,,MU,0,"[""MS_WEB"", ""MS_IOS"", ""MS_ANDROID""]",Imported experiment [BLOOMREACH/6690d254d0bb38b7a04a4350],,0,1,2,1,0,1720802171
66,,4972,,668ff81617ef34901d37fcf3,,MU,0,"[""MS_WEB"", ""MS_IOS"", ""MS_ANDROID""]",Imported experiment [BLOOMREACH/668ff81617ef34901d37fcf3],,0,1,2,1,0,1720802806
67,"{""metrics"": [], ""version"": ""0"", ""explosure"": """", ""dim_is_bot"": [""ALL""], ""dim_source"": [""UG_BLOOMREACH"", ""UGT_IOS"", ""UGT_ANDROID"", ""UG_WEB"", ""UGT_HUAWEI"", ""UG_IOS"", ""UG_ANDROID""], ""dim_country"": [""ALL""], ""dim_platform"": [""0"", ""1"", ""2"", ""3"", ""4""], ""dim_utm_term"": [""ALL""], ""ratio_metrics"": {""num"": [], ""denum"": [], ""method"": ""linear""}, ""dim_edu_rights"": [""ALL""], ""dim_edu_status"": [""ALL""], ""dim_pro_rights"": [""ALL""], ""dim_pro_status"": [""ALL""], ""dim_utm_medium"": [""ALL""], ""dim_utm_source"": [""ALL""], ""dim_sing_rights"": [""ALL""], ""dim_sing_status"": [""ALL""], ""dim_source_type"": [""ALL""], ""dim_utm_content"": [""ALL""], ""dim_utm_campaign"": [""ALL""], ""dim_source_screen"": [""ALL""], ""dim_bm_action_name"": [""ALL""], ""dim_bm_campaign_id"": [""ALL""], ""is_outlayer_filter"": [0, 0], ""exp_calc_start_date"": """", ""dim_bm_campaign_name"": [""ALL""], ""dim_user_autorization"": [""ALL""], ""dim_experiment_provider"": [""ALL""], ""dim_experiment_variation"": [""1"", ""2"", ""3"", ""4"", ""5""]}",4947,count: 100,,"{""UGT_IOS"": [[""version"", ""7.0.39""]], ""UGT_ANDROID"": [[""version"", ""7.0.56""]]}",UG,0,"[""UGT_ANDROID"", ""UGT_IOS""]",[AD] Показ интерстишелов без ограничений для пользователей без подписки более 60 дней,App Start,0,1,2,0,0,1722243618
68,"{""metrics"": [], ""dim_source"": [""UG_WEB""]}",4710,,,,UG,0,"[""UG_WEB""]",Script for detecting bots based on front-end events,View,0,1,2,0,0,1717494368
69,"""""",3613,,,"{""MS_IOS"": [[""country"", [""KR""]]], ""MS_ANDROID"": [[""country"", [""KR""]]]}",MU,0,"[""MS_ANDROID"", ""MS_IOS""]",AA Experiment Localisation South Korea,,0,1,2,0,0,1695375954
70,"""""",3607,,,"{""MS_IOS"": [[""country"", [""BR""]]], ""MS_ANDROID"": [[""country"", [""BR""]]]}",MU,0,"[""MS_ANDROID"", ""MS_IOS""]",AA Experiment Localisation Brazil,,0,1,2,0,0,1695373828
71,,4639,,660e8c005da097b5469159c1,,MU,0,"[""MS_WEB"", ""MS_IOS"", ""MS_ANDROID""]",Imported experiment [BLOOMREACH/660e8c005da097b5469159c1],,0,1,2,1,0,1712247320
72,"""""",3604,,,"{""MS_IOS"": [[""country"", [""IT""]]], ""MS_ANDROID"": [[""country"", [""IT""]]]}",MU,0,"[""MS_ANDROID"", ""MS_IOS""]",AA Experiment Localisation Italy,,0,1,2,0,0,1695373834
73,"{""metrics"": [], ""version"": ""0"", ""explosure"": """", ""dim_is_bot"": [""ALL""], ""dim_source"": [""UG_BLOOMREACH"", ""UGT_IOS"", ""UGT_ANDROID"", ""UG_WEB"", ""UGT_HUAWEI"", ""UG_IOS"", ""UG_ANDROID""], ""dim_country"": [""ALL""], ""dim_platform"": [""0"", ""1"", ""2"", ""3"", ""4""], ""dim_utm_term"": [""ALL""], ""ratio_metrics"": {""num"": [], ""denum"": [], ""method"": ""linear""}, ""dim_edu_rights"": [""ALL""], ""dim_edu_status"": [""ALL""], ""dim_pro_rights"": [""ALL""], ""dim_pro_status"": [""ALL""], ""dim_utm_medium"": [""ALL""], ""dim_utm_source"": [""ALL""], ""dim_sing_rights"": [""ALL""], ""dim_sing_status"": [""ALL""], ""dim_source_type"": [""ALL""], ""dim_utm_content"": [""ALL""], ""dim_utm_campaign"": [""ALL""], ""dim_source_screen"": [""ALL""], ""dim_bm_action_name"": [""ALL""], ""dim_bm_campaign_id"": [""ALL""], ""is_outlayer_filter"": [0, 0], ""exp_calc_start_date"": """", ""dim_bm_campaign_name"": [""ALL""], ""dim_user_autorization"": [""ALL""], ""dim_experiment_provider"": [""ALL""], ""dim_experiment_variation"": [""1"", ""2"", ""3"", ""4"", ""5""]}",4980,https://alice.mu.se/pages/viewpage.action?pageId=459886471#,,"{""UG_WEB"": [[""platform"", [1]]]}",UG,0,"[""UG_WEB""]",[UG Monetization] UG Web: landing — 6 month instant # 3-iteration,Landing Plans View,0,1,3,0,1722250670,1722250673
74,"{""metrics"": [], ""version"": ""0"", ""explosure"": ""dim_has_participated"", ""dim_source"": [""ALL""], ""dim_country"": [""ALL""], ""dim_platform"": [""ALL""], ""ratio_metrics"": {""num"": [], ""denum"": [], ""method"": ""linear""}, ""dim_device_type"": [""ALL""], ""dim_is_new_user"": [""ALL""], ""dim_is_authorised"": [""ALL""], ""is_outlayer_filter"": [0, 0], ""exp_calc_start_date"": """", ""dim_has_participated"": [""0"", ""1""], ""dim_has_subscription"": [""ALL""], ""dim_experiment_variation"": [""1"", ""2"", ""3"", ""4"", ""5""]}",4891,,,,MU,0,"[""MS_IOS""]",MONEY. APP. iOS. Flo 3 iteration,,0,1,2,0,1721124998,1721901751
75,"{""metrics"": [], ""version"": ""0"", ""explosure"": ""dim_has_participated"", ""dim_source"": [""ALL""], ""dim_country"": [""ALL""], ""dim_platform"": [""ALL""], ""ratio_metrics"": {""num"": [], ""denum"": [], ""method"": ""linear""}, ""dim_device_type"": [""ALL""], ""dim_is_new_user"": [""ALL""], ""dim_is_authorised"": [""ALL""], ""is_outlayer_filter"": [0, 0], ""exp_calc_start_date"": """", ""dim_has_participated"": [""0"", ""1""], ""dim_has_subscription"": [""ALL""], ""dim_experiment_variation"": [""1"", ""2"", ""3"", ""4"", ""5""]}",4933,,,,MU,0,"[""MS_WEB""]",MU Core. Web. Browse localization: Worldwide,,0,1,2,0,0,1721918438
76,"""""",3601,,,"{""MS_IOS"": [[""country"", [""RU""]]], ""MS_ANDROID"": [[""country"", [""RU""]]]}",MU,0,"[""MS_ANDROID"", ""MS_IOS""]",AA Experiment Localisation Russia,,0,1,2,0,0,1695373838
77,,4390,,65ca37b0e92e6c1670a9cd19,,MU,0,"[""MS_WEB"", ""MS_IOS"", ""MS_ANDROID""]",12.02.24 Winter Sale PRO+ Collins A/B active,,0,1,2,1,0,1707758123
78,,4468,,65de09a25e8c8c47d5738e59,,MU,0,"[""MS_WEB"", ""MS_IOS"", ""MS_ANDROID""]",Imported experiment [BLOOMREACH/65de09a25e8c8c47d5738e59],,0,1,2,1,0,1709055627
79,"{""metrics"": [], ""version"": ""0"", ""explosure"": ""dim_has_participated"", ""dim_source"": [""ALL""], ""dim_country"": [""ALL""], ""dim_platform"": [""ALL""], ""ratio_metrics"": {""num"": [], ""denum"": [], ""method"": ""linear""}, ""dim_device_type"": [""ALL""], ""dim_is_new_user"": [""ALL""], ""dim_is_authorised"": [""ALL""], ""is_outlayer_filter"": [0, 0], ""exp_calc_start_date"": """", ""dim_has_participated"": [""0"", ""1""], ""dim_has_subscription"": [""ALL""], ""dim_experiment_variation"": [""1"", ""2"", ""3"", ""4"", ""5""]}",4909,,,,MU,0,"[""MS_WEB""]",PRODUCT. WEB. Growth Reverse-Engineered Score Recommendation,,0,1,2,0,0,1721231754
80,"""""",3583,,,"{""MS_IOS"": [[""country"", [""JP""]]], ""MS_ANDROID"": [[""country"", [""JP""]]]}",MU,0,"[""MS_ANDROID"", ""MS_IOS""]",AA Experiment Localisation Japan,,0,1,2,0,0,1695373872
81,"""""",3580,,,"{""MS_IOS"": [[""country"", [""CA""]]], ""MS_ANDROID"": [[""country"", [""CA""]]]}",MU,0,"[""MS_ANDROID"", ""MS_IOS""]",AA Experiment Localisation Canada,,0,1,2,0,0,1695373875
82,,2891,,646118c5898e3f9e01a97f96,,UG,0,"[""UG_WEB"", ""UGT_IOS"", ""UG_IOS"", ""UGT_ANDROID"", ""UG_ANDROID""]",Global control group,,0,1,2,1,0,1686150065
83,"{""metrics"": [], ""version"": ""0"", ""explosure"": """", ""dim_is_bot"": [""ALL""], ""dim_source"": [""UG_BLOOMREACH"", ""UGT_IOS"", ""UGT_ANDROID"", ""UG_WEB"", ""UGT_HUAWEI"", ""UG_IOS"", ""UG_ANDROID""], ""dim_country"": [""ALL""], ""dim_platform"": [""0"", ""1"", ""2"", ""3"", ""4""], ""dim_utm_term"": [""ALL""], ""ratio_metrics"": {""num"": [], ""denum"": [], ""method"": ""linear""}, ""dim_edu_rights"": [""ALL""], ""dim_edu_status"": [""ALL""], ""dim_pro_rights"": [""ALL""], ""dim_pro_status"": [""ALL""], ""dim_utm_medium"": [""ALL""], ""dim_utm_source"": [""ALL""], ""dim_sing_rights"": [""ALL""], ""dim_sing_status"": [""ALL""], ""dim_source_type"": [""ALL""], ""dim_utm_content"": [""ALL""], ""dim_utm_campaign"": [""ALL""], ""dim_source_screen"": [""ALL""], ""dim_bm_action_name"": [""ALL""], ""dim_bm_campaign_id"": [""ALL""], ""is_outlayer_filter"": [0, 0], ""exp_calc_start_date"": """", ""dim_bm_campaign_name"": [""ALL""], ""dim_user_autorization"": [""ALL""], ""dim_experiment_provider"": [""ALL""], ""dim_experiment_variation"": [""1"", ""2"", ""3"", ""4"", ""5""]}",4446,"project: ""https://alice.mu.se/pages/viewpage.action?pageId=389323051""",,"{""UGT_IOS"": [[""version"", ""7.0.33""]]}",UG,0,"[""UGT_IOS""]",[UG Монетизация] UG iOS: churn – winback right after cancel (Перезапуск),App Start,0,1,6,0,1715329986,1717165861
84,"{""metrics"": [], ""version"": ""0"", ""explosure"": ""dim_has_participated"", ""dim_source"": [""ALL""], ""dim_country"": [""ALL""], ""dim_platform"": [""ALL""], ""ratio_metrics"": {""num"": [], ""denum"": [], ""method"": ""linear""}, ""dim_device_type"": [""ALL""], ""dim_is_new_user"": [""ALL""], ""dim_is_authorised"": [""ALL""], ""is_outlayer_filter"": [0, 0], ""exp_calc_start_date"": """", ""dim_has_participated"": [""0"", ""1""], ""dim_has_subscription"": [""ALL""], ""dim_experiment_variation"": [""1"", ""2"", ""3"", ""4"", ""5""]}",4903,,,,MU,0,"[""MS_WEB""]",MONEY. MU Web. Raising prices for active subscribers — iteration 3,,0,1,4,0,0,1719579615
85,"{""metrics"": [], ""version"": ""0"", ""explosure"": ""dim_has_participated"", ""dim_source"": [""ALL""], ""dim_country"": [""ALL""], ""dim_platform"": [""ALL""], ""ratio_metrics"": {""num"": [], ""denum"": [], ""method"": ""linear""}, ""dim_device_type"": [""ALL""], ""dim_is_new_user"": [""ALL""], ""dim_is_authorised"": [""ALL""], ""is_outlayer_filter"": [0, 0], ""exp_calc_start_date"": """", ""dim_has_participated"": [""0"", ""1""], ""dim_has_subscription"": [""ALL""], ""dim_experiment_variation"": [""1"", ""2"", ""3"", ""4"", ""5""]}",4993,,,,MU,0,"[""MS_WEB""]",PRODUCT.WEB.Score PDF new fullscreen,,0,1,2,0,0,1722865112
86,"{""metrics"": [], ""version"": ""0"", ""explosure"": ""dim_has_participated"", ""dim_source"": [""ALL""], ""dim_country"": [""ALL""], ""dim_platform"": [""ALL""], ""ratio_metrics"": {""num"": [], ""denum"": [], ""method"": ""linear""}, ""dim_device_type"": [""ALL""], ""dim_is_new_user"": [""ALL""], ""dim_is_authorised"": [""ALL""], ""is_outlayer_filter"": [0, 0], ""exp_calc_start_date"": """", ""dim_has_participated"": [""0"", ""1""], ""dim_has_subscription"": [""ALL""], ""dim_experiment_variation"": [""1"", ""2"", ""3"", ""4"", ""5""]}",4939,,,,MU,0,"[""MS_ANDROID""]",PRODUCT. App. Play Bar - android experiment,,0,1,2,0,0,1720539653
87,,4747,,662ba7ad738d89b75425d27e,,MU,0,"[""MS_WEB"", ""MS_IOS"", ""MS_ANDROID""]",Imported experiment [BLOOMREACH/662ba7ad738d89b75425d27e],,0,1,2,1,0,1714147024
88,"{""metrics"": [], ""version"": ""0"", ""explosure"": """", ""dim_is_bot"": [""ALL""], ""dim_source"": [""UG_BLOOMREACH"", ""UGT_IOS"", ""UGT_ANDROID"", ""UG_WEB"", ""UGT_HUAWEI"", ""UG_IOS"", ""UG_ANDROID""], ""dim_country"": [""ALL""], ""dim_platform"": [""0"", ""1"", ""2"", ""3"", ""4""], ""dim_utm_term"": [""ALL""], ""ratio_metrics"": {""num"": [], ""denum"": [], ""method"": ""linear""}, ""dim_edu_rights"": [""ALL""], ""dim_edu_status"": [""ALL""], ""dim_pro_rights"": [""ALL""], ""dim_pro_status"": [""ALL""], ""dim_utm_medium"": [""ALL""], ""dim_utm_source"": [""ALL""], ""dim_sing_rights"": [""ALL""], ""dim_sing_status"": [""ALL""], ""dim_source_type"": [""ALL""], ""dim_utm_content"": [""ALL""], ""dim_utm_campaign"": [""ALL""], ""dim_source_screen"": [""ALL""], ""dim_bm_action_name"": [""ALL""], ""dim_bm_campaign_id"": [""ALL""], ""is_outlayer_filter"": [0, 0], ""exp_calc_start_date"": """", ""dim_bm_campaign_name"": [""ALL""], ""dim_user_autorization"": [""ALL""], ""dim_experiment_provider"": [""ALL""], ""dim_experiment_variation"": [""1"", ""2"", ""3"", ""4"", ""5""]}",4830,https://alice.mu.se/pages/viewpage.action?pageId=459878448,,"{""UGT_IOS"": [[""version"", ""7.0.43""]], ""UGT_ANDROID"": [[""version"", ""7.0.55""]]}",UG,0,"[""UGT_ANDROID"", ""UGT_IOS""]",[UG Product] ES-419 for onboarding and paywalls,App Start,0,1,2,0,1719827731,1719905630
89,"{""metrics"": [], ""version"": ""0"", ""explosure"": """", ""dim_is_bot"": [""ALL""], ""dim_source"": [""UG_BLOOMREACH"", ""UGT_IOS"", ""UGT_ANDROID"", ""UG_WEB"", ""UGT_HUAWEI"", ""UG_IOS"", ""UG_ANDROID""], ""dim_country"": [""ALL""], ""dim_platform"": [""0"", ""1"", ""2"", ""3"", ""4""], ""dim_utm_term"": [""ALL""], ""ratio_metrics"": {""num"": [], ""denum"": [], ""method"": ""linear""}, ""dim_edu_rights"": [""ALL""], ""dim_edu_status"": [""ALL""], ""dim_pro_rights"": [""ALL""], ""dim_pro_status"": [""ALL""], ""dim_utm_medium"": [""ALL""], ""dim_utm_source"": [""ALL""], ""dim_sing_rights"": [""ALL""], ""dim_sing_status"": [""ALL""], ""dim_source_type"": [""ALL""], ""dim_utm_content"": [""ALL""], ""dim_utm_campaign"": [""ALL""], ""dim_source_screen"": [""ALL""], ""dim_bm_action_name"": [""ALL""], ""dim_bm_campaign_id"": [""ALL""], ""is_outlayer_filter"": [0, 0], ""exp_calc_start_date"": """", ""dim_bm_campaign_name"": [""ALL""], ""dim_user_autorization"": [""ALL""], ""dim_experiment_provider"": [""ALL""], ""dim_experiment_variation"": [""1"", ""2"", ""3"", ""4"", ""5""]}",4785,,,,UG,0,"[""UG_WEB"", ""UGT_ANDROID"", ""UGT_IOS""]",[ug-be] ab test,START,0,1,2,0,0,1718613658
90,,4885,,6673f0e8fa6975e63454b0f8,,MU,0,"[""MS_WEB"", ""MS_IOS"", ""MS_ANDROID""]",Imported experiment [BLOOMREACH/6673f0e8fa6975e63454b0f8],,0,1,2,1,0,1718900742
91,,4372,,65c4e9bee2bc6a1f77262021,,MU,0,"[""MS_WEB"", ""MS_IOS"", ""MS_ANDROID""]",08.02.24 Winter Sale PRO+ Long trial A/B old sleeping,,0,1,2,1,0,1707413942
92,"{""metrics"": [], ""explosure"": ""search_click_cnt"", ""dim_source"": [""UGT_IOS"", ""UGT_ANDROID""], ""dim_platform"": [""ALL""], ""exp_calc_start_date"": ""2024-08-01""}",4992,https://alice.mu.se/pages/viewpage.action?pageId=494801629,,,UG,0,"[""UGT_ANDROID"", ""UGT_IOS""]",[UG Product] UG App. Elastic Search in APPS - Relaunch,Search Click,0,1,2,0,0,1722347939
93,,4585,,65fa9e7c24b04db9827eb1ca,,MU,0,"[""MS_WEB"", ""MS_IOS"", ""MS_ANDROID""]",Imported experiment [BLOOMREACH/65fa9e7c24b04db9827eb1ca],,0,1,2,1,0,1711025157
94,,4696,,6620f6d185dba09ded14aece,,MU,0,"[""MS_WEB"", ""MS_IOS"", ""MS_ANDROID""]",Imported experiment [BLOOMREACH/6620f6d185dba09ded14aece],,0,1,2,1,0,1713457684
95,,3574,"project: ""https://alice.mu.se/pages/viewpage.action?pageId=323816847""",,"{""UGT_IOS"": [[""version"", ""7.0.2""]], ""UGT_ANDROID"": [[""version"", ""7.0.3""]]}",UG,0,"[""UGT_ANDROID"", ""UGT_IOS""]",[UG Монетизация] UG App: Tour - Короткий Tour Update XTZ3 для Pro-юзеров,Tour Update View,0,1,2,0,0,1698654646
96,"{""metrics"": []}",5013,,66abe0f0fab32f8e0771fa4d,,UG,0,"[""UG_WEB"", ""UGT_IOS"", ""UG_IOS"", ""UGT_ANDROID"", ""UG_ANDROID""]",A/B decades 90s promotion for Nonpaying users 4.08.24,,0,1,2,1,0,1722787325
97,"{""metrics"": [], ""version"": ""0"", ""explosure"": ""dim_has_participated"", ""dim_source"": [""ALL""], ""dim_country"": [""ALL""], ""dim_platform"": [""ALL""], ""ratio_metrics"": {""num"": [], ""denum"": [], ""method"": ""linear""}, ""dim_device_type"": [""ALL""], ""dim_is_new_user"": [""ALL""], ""dim_is_authorised"": [""ALL""], ""is_outlayer_filter"": [0, 0], ""exp_calc_start_date"": """", ""dim_has_participated"": [""0"", ""1""], ""dim_has_subscription"": [""ALL""], ""dim_experiment_variation"": [""1"", ""2"", ""3"", ""4"", ""5""]}",5020,,,,MU,0,"[""MS_WEB""]",MONEY. MU CRM. Winback users with cancelled auto-renew MuseScore — paypal restores,,0,1,2,0,1722614569,1722866581
98,"{""metrics"": [], ""version"": ""0"", ""explosure"": """", ""dim_is_bot"": [""ALL""], ""dim_source"": [""UG_BLOOMREACH"", ""UGT_IOS"", ""UGT_ANDROID"", ""UG_WEB"", ""UGT_HUAWEI"", ""UG_IOS"", ""UG_ANDROID""], ""dim_country"": [""ALL""], ""dim_platform"": [""0"", ""1"", ""2"", ""3"", ""4""], ""dim_utm_term"": [""ALL""], ""ratio_metrics"": {""num"": [], ""denum"": [], ""method"": ""linear""}, ""dim_edu_rights"": [""ALL""], ""dim_edu_status"": [""ALL""], ""dim_pro_rights"": [""ALL""], ""dim_pro_status"": [""ALL""], ""dim_utm_medium"": [""ALL""], ""dim_utm_source"": [""ALL""], ""dim_sing_rights"": [""ALL""], ""dim_sing_status"": [""ALL""], ""dim_source_type"": [""ALL""], ""dim_utm_content"": [""ALL""], ""dim_utm_campaign"": [""ALL""], ""dim_source_screen"": [""ALL""], ""dim_bm_action_name"": [""ALL""], ""dim_bm_campaign_id"": [""ALL""], ""is_outlayer_filter"": [0, 0], ""exp_calc_start_date"": """", ""dim_bm_campaign_name"": [""ALL""], ""dim_user_autorization"": [""ALL""], ""dim_experiment_provider"": [""ALL""], ""dim_experiment_variation"": [""1"", ""2"", ""3"", ""4"", ""5""]}",4800,,,,UG,0,"[""UG_ANDROID"", ""UG_IOS""]",[ug-be] ab test 2,START,0,1,2,0,0,1718709549
