,dt,variation,members,subscriber_cnt,access_cnt,accesses per subscriber,"member -> subscriber, %",access_instant_cnt,access_trial_cnt,trial_subscriber_cnt,charged_trial_cnt,trial_buyer_cnt,"trial -> charge, %","trial subscriber -> buyer, %",late_charged_cnt,buyer_cnt,"subscriber -> buyer, %","member -> buyer, %",charge_cnt,"subscription -> charge, %",cancel_14d_cnt,"charge -> 14d cancel, %",cancel_1m_cnt,"charge -> 1m cancel, %",revenue,trial_revenue,arppu,aov,exp_arpu,exp_trial_arpu,exp_instant_arpu,prices,prices_per_buyer,grouped_sums,denom
0,2024-07-29,1,2294,308,313,1.0162337662337662,13.426329555361812,71,241,242,63,63,26.141078838174277,26.033057851239672,0,133,43.18181818181818,5.797733217088056,135,43.13099041533546,26,19.25925925925926,26,19.25925925925926,5864.579999999998,3401.7299999999987,44.0945864661654,43.44133333333332,2.556486486486486,1.482881429816913,1.0736050566695725,"[59.49, 13.99, 30.57, 69.99, 76.1, 59.21, 69.99, 12.47, 69.99, 21.76, 69.99, 69.99, 69.99, 3.5, 30.57, 4.24, 6.99, 20.99, 27.99, 69.99, 69.99, 6.99, 69.99, 27.99, 15.21, 66.49, 27.99, 69.99, 69.99, 4.21, 67.35, 69.99, 62.99, 69.99, 64.97, 13.99, 30.57, 69.99, 69.99, 17.99, 16.63, 69.99, 13.99, 25.89, 3.72, 69.99, 69.99, 69.99, 69.99, 13.99, 69.99, 17.99, 53.59, 13.99, 35.85, 7.6, 13.99, 30.86, 66.49, 13.99, 15.21, 27.99, 18.42, 15.17, 13.99, 39.63, 69.99, 69.99, 27.99, 69.99, 60.32, 18.56, 27.99, 30.57, 69.99, 33.99, 69.99, 66.49, 69.99, 69.99, 69.99, 69.99, 35.85, 27.99, 6.99, 89.98, 69.99, 66.49, 27.99, 12.65, 13.99, 69.99, 13.99, 69.99, 59.49, 27.99, 4.2, 8.49, 27.99, 27.99, 69.99, 29.78, 13.99, 69.99, 8.49, 76.1, 59.49, 69.99, 27.99, 69.99, 69.99, 13.99, 27.99, 69.99, 27.99, 69.99, 25.89, 69.99, 59.49, 69.99, 66.49, 69.99, 27.99, 27.99, 59.49, 69.99, 66.49, 30.27, 27.99, 12.7, 27.99, 25.23, 12.65, 69.99, 6.99]","[(1722019491247777778, 59.49), (1722142205884563501, 13.99), (1722188588269663164, 30.57), (1722189262239415075, 69.99), (1722196107413378581, 76.1), (1722213375287619881, 59.21), (1722241436717622384, 69.99), (1722262657144543057, 12.47), (1722262767493422541, 69.99), (1722263695372133763, 21.76), (1722264088989901171, 69.99), (1722264400610374869, 69.99), (1722264457563009275, 69.99), (1722265733780359366, 3.5), (1722265860616013275, 30.57), (1722265877577169275, 4.24), (1722266181648154898, 6.99), (1722266679667618847, 20.99), (1722267552747571392, 27.99), (1722267559762017281, 69.99), (1722267933802589819, 69.99), (1722267997593192995, 6.99), (1722268051486149944, 69.99), (1722268233328769527, 27.99), (1722268281913434969, 15.21), (1722268393724596792, 66.49), (1722268891359477478, 27.99), (1722269719517277440, 69.99), (1722269859161488304, 69.99), (1722270230610320413, 4.21), (1722270288351541788, 67.35), (1722270822531955636, 69.99), (1722271013237419795, 62.99), (1722271320533427496, 69.99), (1722271754809675976, 64.97), (1722272395166938882, 13.99), (1722273206784081019, 30.57), (1722273209321958566, 69.99), (1722273984218430607, 69.99), (1722274022553767608, 17.99), (1722274100579004524, 16.63), (1722274153903568729, 69.99), (1722274681734137404, 13.99), (1722274700979713448, 25.89), (1722275058656378269, 3.72), (1722275100198620425, 69.99), (1722275218566745731, 69.99), (1722275845574393994, 69.99), (1722275905240529557, 69.99), (1722276163777143136, 13.99), (1722276218783421005, 69.99), (1722276599407624050, 17.99), (1722276599407624050, 53.59), (1722276662649939158, 13.99), (1722276777813292304, 35.85), (1722277131625430053, 7.6), (1722277662793402736, 13.99), (1722278014497091027, 30.86), (1722278969757998240, 66.49), (1722279066237638404, 13.99), (1722279273529503456, 15.21), (1722279376756059830, 27.99), (1722279998143753195, 18.42), (1722280009371831674, 15.17), (1722280056591836397, 13.99), (1722280494769962762, 39.63), (1722281542173779380, 69.99), (1722281608131455159, 69.99), (1722282219609232858, 27.99), (1722282446875092155, 69.99), (1722282587955022274, 60.32), (1722282587955022274, 18.56), (1722282653848984865, 27.99), (1722282864980637749, 30.57), (1722283162675338657, 69.99), (1722283167644391318, 33.99), (1722283526846191304, 69.99), (1722283701575117194, 66.49), (1722283819273308432, 69.99), (1722284089595562696, 69.99), (1722284179326479733, 69.99), (1722284399859946914, 69.99), (1722284735315942164, 35.85), (1722284847885003813, 27.99), (1722285093781738918, 6.99), (1722285344357713592, 89.98), (1722285619741605847, 69.99), (1722285749529702706, 66.49), (1722285988155273770, 27.99), (1722286056915292854, 12.65), (1722286144816055309, 13.99), (1722286170115228091, 69.99), (1722286225717391260, 13.99), (1722287251357650128, 69.99), (1722288186219552485, 59.49), (1722288218149015600, 27.99), (1722288326206540850, 4.2), (1722288741977775921, 8.49), (1722289181236963425, 27.99), (1722289612973724710, 27.99), (1722289643269326857, 69.99), (1722289899732404357, 29.78), (1722289965500757317, 13.99), (1722290730932889615, 69.99), (1722290874876072255, 8.49), (1722290878190359862, 76.1), (1722291142491449386, 59.49), (1722291573779782001, 69.99), (1722291965812798315, 27.99), (1722292195140315868, 69.99), (1722292219955774182, 69.99), (1722292310414319581, 13.99), (1722292373771047177, 27.99), (1722293563858141161, 69.99), (1722293882633517234, 27.99), (1722294448392385598, 69.99), (1722294453396719769, 25.89), (1722294650104261057, 69.99), (1722295019844018535, 59.49), (1722295258189204925, 69.99), (1722295414924740565, 66.49), (1722295558875449581, 69.99), (1722295588224370953, 27.99), (1722295612975238207, 27.99), (1722295679337224957, 59.49), (1722295748810039382, 69.99), (1722296111704245578, 66.49), (1722296166563066332, 30.27), (1722296178862598090, 27.99), (1722296505759612992, 12.7), (1722296715637680718, 27.99), (1722296856401976521, 25.23), (1722297236133603355, 12.65), (1722297361167666297, 69.99), (1722297451214523636, 6.99)]","[59.49, 13.99, 30.57, 69.99, 76.1, 59.21, 69.99, 12.47, 69.99, 21.76, 69.99, 69.99, 69.99, 3.5, 30.57, 4.24, 6.99, 20.99, 27.99, 69.99, 69.99, 6.99, 69.99, 27.99, 15.21, 66.49, 27.99, 69.99, 69.99, 4.21, 67.35, 69.99, 62.99, 69.99, 64.97, 13.99, 30.57, 69.99, 69.99, 17.99, 16.63, 69.99, 13.99, 25.89, 3.72, 69.99, 69.99, 69.99, 69.99, 13.99, 69.99, 71.58, 13.99, 35.85, 7.6, 13.99, 30.86, 66.49, 13.99, 15.21, 27.99, 18.42, 15.17, 13.99, 39.63, 69.99, 69.99, 27.99, 69.99, 78.88, 27.99, 30.57, 69.99, 33.99, 69.99, 66.49, 69.99, 69.99, 69.99, 69.99, 35.85, 27.99, 6.99, 89.98, 69.99, 66.49, 27.99, 12.65, 13.99, 69.99, 13.99, 69.99, 59.49, 27.99, 4.2, 8.49, 27.99, 27.99, 69.99, 29.78, 13.99, 69.99, 8.49, 76.1, 59.49, 69.99, 27.99, 69.99, 69.99, 13.99, 27.99, 69.99, 27.99, 69.99, 25.89, 69.99, 59.49, 69.99, 66.49, 69.99, 27.99, 27.99, 59.49, 69.99, 66.49, 30.27, 27.99, 12.7, 27.99, 25.23, 12.65, 69.99, 6.99]",1
2,2024-07-30,1,6594,822,835,1.0158150851581509,12.465878070973613,182,648,652,160,160,24.691358024691358,24.539877300613497,2,344,41.84914841849148,5.216863815589931,350,41.91616766467065,70,20.0,70,20.0,14900.087000026699,8819.839999999998,43.31420639542645,42.571677142933424,2.2596431604529417,1.3375553533515314,0.9220878071014105,"[59.49, 13.99, 30.57, 69.99, 76.1, 59.21, 69.99, 12.47, 69.99, 21.76, 69.99, 69.99, 69.99, 3.5, 30.57, 4.24, 6.99, 20.99, 27.99, 69.99, 69.99, 6.99, 69.99, 27.99, 15.21, 66.49, 27.99, 69.99, 69.99, 4.21, 67.35, 69.99, 62.99, 69.99, 64.97, 13.99, 30.57, 69.99, 69.99, 17.99, 16.63, 69.99, 13.99, 25.89, 3.72, 69.99, 69.99, 69.99, 69.99, 13.99, 69.99, 17.99, 53.59, 13.99, 35.85, 7.6, 13.99, 30.86, 66.49, 13.99, 15.21, 27.99, 18.42, 15.17, 13.99, 39.63, 69.99, 69.99, 27.99, 69.99, 60.32, 18.56, 27.99, 30.57, 69.99, 33.99, 69.99, 66.49, 69.99, 69.99, 69.99, 69.99, 35.85, 27.99, 6.99, 89.98, 69.99, 66.49, 27.99, 12.65, 13.99, 69.99, 13.99, 69.99, 59.49, 27.99, 4.2, 8.49, 27.99, 27.99, 69.99, 29.78, 13.99, 69.99, 8.49, 76.1, 59.49, 69.99, 27.99, 69.99, 69.99, 13.99, 27.99, 69.99, 27.99, 69.99, 25.89, 69.99, 59.49, 69.99, 66.49, 69.99, 27.99, 27.99, 59.49, 69.99, 66.49, 30.27, 27.99, 12.7, 27.99, 25.23, 12.65, 69.99, 6.99, 69.99, 25.89, 29.77, 30.66, 13.99, 13.99, 69.99, 69.99, 10.89, 69.99, 33.99, 33.99, 13.99, 25.89, 27.99, 69.99, 69.99, 13.99, 69.99, 66.49, 69.99, 69.99, 69.99, 27.99, 69.99, 27.99, 69.99, 69.99, 69.99, 69.99, 66.49, 69.99, 27.99, 13.99, 62.99, 69.99, 13.99, 69.99, 13.99, 69.99, 69.99, 69.99, 69.99, 25.89, 6.77, 27.99, 69.99, 69.99, 69.99, 25.23, 27.99, 69.99, 27.99, 41.99, 41.99, 6.99, 62.99, 3.25, 27.99, 69.99, 27.99, 27.99, 69.99, 69.99, 27.99, 25.89, 13.99, 16.99, 69.99, 69.99, 27.99, 6.99, 59.49, 27.99, 69.99, 15.28, 69.99, 8.34, 13.99, 6.4, 8.39, 2.09, 36.86, 7.58, 8.97, 30.66, 35.82, 69.99, 13.99, 69.99, 17.85, 35.82, 69.99, 30.35, 25.29, 12.57, 69.99, 17.96, 35.9, 27.99, 69.99, 66.49, 30.35, 66.49, 69.99, 59.49, 59.49, 69.99, 69.99, 36.86, 69.99, 27.99, 8.55, 8.97, 27.99, 1.69, 13.99, 33.99, 25.49, 59.49, 59.49, 62.99, 29.77, 69.99, 69.99, 27.99, 30.8, 0.8470000267028808, 62.99, 25.21, 69.99, 27.99, 13.99, 69.99, 27.99, 69.82, 30.35, 41.99, 25.29, 33.99, 7.58, 13.99, 27.99, 66.49, 30.58, 30.66, 69.99, 35.82, 13.99, 69.99, 25.89, 27.99, 69.99, 59.49, 69.99, 69.99, 69.99, 27.99, 27.99, 72.24, 69.99, 69.99, 17.98, 18.39, 69.99, 25.8, 69.99, 69.99, 69.99, 12.47, 17.8, 69.99, 69.99, 25.89, 69.99, 69.99, 27.99, 27.99, 66.49, 59.49, 30.66, 66.49, 69.99, 15.11, 27.99, 25.27, 13.99, 12.64, 27.99, 20.99, 27.99, 69.99, 6.99, 13.99, 67.99, 13.99, 69.99, 13.99, 69.99, 69.99, 27.99, 13.99, 13.99, 27.99, 13.99, 66.49, 8.49, 8.49, 15.33, 59.49, 69.99, 59.49, 50.21, 69.99, 6.99]","[(1722019491247777778, 59.49), (1722142205884563501, 13.99), (1722188588269663164, 30.57), (1722189262239415075, 69.99), (1722196107413378581, 76.1), (1722213375287619881, 59.21), (1722241436717622384, 69.99), (1722262657144543057, 12.47), (1722262767493422541, 69.99), (1722263695372133763, 21.76), (1722264088989901171, 69.99), (1722264400610374869, 69.99), (1722264457563009275, 69.99), (1722265733780359366, 3.5), (1722265860616013275, 30.57), (1722265877577169275, 4.24), (1722266181648154898, 6.99), (1722266679667618847, 20.99), (1722267552747571392, 27.99), (1722267559762017281, 69.99), (1722267933802589819, 69.99), (1722267997593192995, 6.99), (1722268051486149944, 69.99), (1722268233328769527, 27.99), (1722268281913434969, 15.21), (1722268393724596792, 66.49), (1722268891359477478, 27.99), (1722269719517277440, 69.99), (1722269859161488304, 69.99), (1722270230610320413, 4.21), (1722270288351541788, 67.35), (1722270822531955636, 69.99), (1722271013237419795, 62.99), (1722271320533427496, 69.99), (1722271754809675976, 64.97), (1722272395166938882, 13.99), (1722273206784081019, 30.57), (1722273209321958566, 69.99), (1722273984218430607, 69.99), (1722274022553767608, 17.99), (1722274100579004524, 16.63), (1722274153903568729, 69.99), (1722274681734137404, 13.99), (1722274700979713448, 25.89), (1722275058656378269, 3.72), (1722275100198620425, 69.99), (1722275218566745731, 69.99), (1722275845574393994, 69.99), (1722275905240529557, 69.99), (1722276163777143136, 13.99), (1722276218783421005, 69.99), (1722276599407624050, 17.99), (1722276599407624050, 53.59), (1722276662649939158, 13.99), (1722276777813292304, 35.85), (1722277131625430053, 7.6), (1722277662793402736, 13.99), (1722278014497091027, 30.86), (1722278969757998240, 66.49), (1722279066237638404, 13.99), (1722279273529503456, 15.21), (1722279376756059830, 27.99), (1722279998143753195, 18.42), (1722280009371831674, 15.17), (1722280056591836397, 13.99), (1722280494769962762, 39.63), (1722281542173779380, 69.99), (1722281608131455159, 69.99), (1722282219609232858, 27.99), (1722282446875092155, 69.99), (1722282587955022274, 60.32), (1722282587955022274, 18.56), (1722282653848984865, 27.99), (1722282864980637749, 30.57), (1722283162675338657, 69.99), (1722283167644391318, 33.99), (1722283526846191304, 69.99), (1722283701575117194, 66.49), (1722283819273308432, 69.99), (1722284089595562696, 69.99), (1722284179326479733, 69.99), (1722284399859946914, 69.99), (1722284735315942164, 35.85), (1722284847885003813, 27.99), (1722285093781738918, 6.99), (1722285344357713592, 89.98), (1722285619741605847, 69.99), (1722285749529702706, 66.49), (1722285988155273770, 27.99), (1722286056915292854, 12.65), (1722286144816055309, 13.99), (1722286170115228091, 69.99), (1722286225717391260, 13.99), (1722287251357650128, 69.99), (1722288186219552485, 59.49), (1722288218149015600, 27.99), (1722288326206540850, 4.2), (1722288741977775921, 8.49), (1722289181236963425, 27.99), (1722289612973724710, 27.99), (1722289643269326857, 69.99), (1722289899732404357, 29.78), (1722289965500757317, 13.99), (1722290730932889615, 69.99), (1722290874876072255, 8.49), (1722290878190359862, 76.1), (1722291142491449386, 59.49), (1722291573779782001, 69.99), (1722291965812798315, 27.99), (1722292195140315868, 69.99), (1722292219955774182, 69.99), (1722292310414319581, 13.99), (1722292373771047177, 27.99), (1722293563858141161, 69.99), (1722293882633517234, 27.99), (1722294448392385598, 69.99), (1722294453396719769, 25.89), (1722294650104261057, 69.99), (1722295019844018535, 59.49), (1722295258189204925, 69.99), (1722295414924740565, 66.49), (1722295558875449581, 69.99), (1722295588224370953, 27.99), (1722295612975238207, 27.99), (1722295679337224957, 59.49), (1722295748810039382, 69.99), (1722296111704245578, 66.49), (1722296166563066332, 30.27), (1722296178862598090, 27.99), (1722296505759612992, 12.7), (1722296715637680718, 27.99), (1722296856401976521, 25.23), (1722297236133603355, 12.65), (1722297361167666297, 69.99), (1722297451214523636, 6.99), (1721003589573926575, 69.99), (1722103228978755237, 25.89), (1722226671300496704, 29.77), (1722282394170144997, 30.66), (1722297484510404703, 13.99), (1722298750841729115, 13.99), (1722298772234167731, 69.99), (1722298858798906962, 69.99), (1722299032553103314, 10.89), (1722299093902966958, 69.99), (1722299138544608383, 33.99), (1722299217267194067, 33.99), (1722299330718058015, 13.99), (1722299773299200529, 25.89), (1722299914940762602, 27.99), (1722299965798556938, 69.99), (1722300070628241463, 69.99), (1722300251486860726, 13.99), (1722300474655457201, 69.99), (1722300977152990688, 66.49), (1722301564908618637, 69.99), (1722301601827718560, 69.99), (1722301864971173983, 69.99), (1722302315765265073, 27.99), (1722302527134573730, 69.99), (1722302556361201810, 27.99), (1722303044513825791, 69.99), (1722303092695133642, 69.99), (1722303484485893340, 69.99), (1722303638166961484, 69.99), (1722303649685010782, 66.49), (1722304542409580334, 69.99), (1722304567186551673, 27.99), (1722304679818485852, 13.99), (1722305282433685959, 62.99), (1722305870371849994, 69.99), (1722307552329154094, 13.99), (1722307971677639207, 69.99), (1722308332983478521, 13.99), (1722308855990684184, 69.99), (1722308861733388081, 69.99), (1722309060442621483, 69.99), (1722309063944991219, 69.99), (1722309443504600726, 25.89), (1722309833800486559, 6.77), (1722310022972697625, 27.99), (1722310340562944833, 69.99), (1722310402175359067, 69.99), (1722310485988774940, 69.99), (1722310679277270028, 25.23), (1722311176836105652, 27.99), (1722311643681541391, 69.99), (1722312088510468882, 27.99), (1722312088510468882, 41.99), (1722312088510468882, 41.99), (1722312363626708200, 6.99), (1722313027493397308, 62.99), (1722313899516096749, 3.25), (1722313914234493183, 27.99), (1722313942500495084, 69.99), (1722314010900360132, 27.99), (1722314408217734274, 27.99), (1722314739119162992, 69.99), (1722315345917321191, 69.99), (1722315505468346213, 27.99), (1722316347518455254, 25.89), (1722317484838861095, 13.99), (1722318010694111940, 16.99), (1722319211326703959, 69.99), (1722319257963253631, 69.99), (1722320184290020035, 27.99), (1722320434135217594, 6.99), (1722320812709505114, 59.49), (1722321268513564432, 27.99), (1722324821264092362, 69.99), (1722325738734781415, 15.28), (1722326461815689675, 69.99), (1722326682658107562, 8.34), (1722328666166398234, 13.99), (1722329008181269919, 6.4), (1722330423186100642, 8.39), (1722331669863385597, 2.09), (1722332822341892054, 36.86), (1722333595624239390, 7.58), (1722333889466252405, 8.97), (1722335268902513227, 30.66), (1722335737764931817, 35.82), (1722335808410120517, 69.99), (1722335875536022546, 13.99), (1722337021972486665, 69.99), (1722337320845822901, 17.85), (1722337388673765122, 35.82), (1722338400832783095, 69.99), (1722339063374605703, 30.35), (1722339468676198708, 25.29), (1722340429488197030, 12.57), (1722341574583947927, 69.99), (1722341975883707697, 17.96), (1722342468338057125, 35.9), (1722343087958929222, 27.99), (1722343256379297168, 69.99), (1722344710537394626, 66.49), (1722345010405863996, 30.35), (1722346204737199958, 66.49), (1722346782749438777, 69.99), (1722346963532785131, 59.49), (1722347208687762483, 59.49), (1722348028429864238, 69.99), (1722351062227325430, 69.99), (1722352137455607774, 36.86), (1722352367891529358, 69.99), (1722352407781291734, 27.99), (1722352720629791246, 8.55), (1722352959973967497, 8.97), (1722353281145153463, 27.99), (1722353527851829739, 1.69), (1722353804203020113, 13.99), (1722354021606467125, 33.99), (1722354021606467125, 25.49), (1722355923894278997, 59.49), (1722356405307302928, 59.49), (1722356788117189704, 62.99), (1722357260597465504, 29.77), (1722357300569250916, 69.99), (1722357863619797539, 69.99), (1722358164220166443, 27.99), (1722358282443540276, 30.8), (1722358375653561829, 0.8470000267028808), (1722358724858951356, 62.99), (1722359343224479638, 25.21), (1722359933248667362, 69.99), (1722360292867085665, 27.99), (1722361702638900073, 13.99), (1722362076603904536, 69.99), (1722362170628346061, 27.99), (1722362718862107321, 69.82), (1722362937713696916, 30.35), (1722362937713696916, 41.99), (1722362944887979156, 25.29), (1722363403552905530, 33.99), (1722363752670561974, 7.58), (1722364382897767703, 13.99), (1722364545778459716, 27.99), (1722364864968992920, 66.49), (1722365410867575575, 30.58), (1722365520696628030, 30.66), (1722365623215548353, 69.99), (1722365645100701619, 35.82), (1722365649909487807, 13.99), (1722366698156620041, 69.99), (1722366703188015121, 25.89), (1722367074258311203, 27.99), (1722367194142940270, 69.99), (1722367958108846320, 59.49), (1722368131942398604, 69.99), (1722368357935885772, 69.99), (1722368532473112963, 69.99), (1722368620140373969, 27.99), (1722368720846998747, 27.99), (1722369128718847257, 72.24), (1722369511682179852, 69.99), (1722369732209405142, 69.99), (1722369732770067366, 17.98), (1722370161640969022, 18.39), (1722370384130388465, 69.99), (1722370419441164286, 25.8), (1722370676559115583, 69.99), (1722371539137203566, 69.99), (1722371738485770178, 69.99), (1722371903214190978, 12.47), (1722372339782593629, 17.8), (1722372575758637782, 69.99), (1722372788643928263, 69.99), (1722373122841312174, 25.89), (1722373539531305719, 69.99), (1722373735124017585, 69.99), (1722374190990786859, 27.99), (1722374248917185152, 27.99), (1722374335949229174, 66.49), (1722374416639461330, 59.49), (1722374556243438377, 30.66), (1722374711147541363, 66.49), (1722375072150896492, 69.99), (1722375336565773790, 15.11), (1722375427380867469, 27.99), (1722375587894923960, 25.27), (1722375917981178921, 13.99), (1722376105578450730, 12.64), (1722376190549253633, 27.99), (1722376907195669976, 20.99), (1722377004881773693, 27.99), (1722377309284754944, 69.99), (1722377446670584460, 6.99), (1722377621282627987, 13.99), (1722378221556780913, 67.99), (1722378342441380286, 13.99), (1722378447676731469, 69.99), (1722378448693490055, 13.99), (1722378937360713763, 69.99), (1722378944733752051, 69.99), (1722378990362265058, 27.99), (1722379160494486281, 13.99), (1722379451792491771, 13.99), (1722379662758275492, 27.99), (1722379915939573501, 13.99), (1722380066858589031, 66.49), (1722380106100281473, 8.49), (1722380960880326627, 8.49), (1722381878109054238, 15.33), (1722382115173490448, 59.49), (1722382600323035166, 69.99), (1722382946245882366, 59.49), (1722383125807275027, 50.21), (1722383144433135090, 69.99), (1722383209541615052, 6.99)]","[69.99, 59.49, 25.89, 13.99, 30.57, 69.99, 76.1, 59.21, 29.77, 69.99, 12.47, 69.99, 21.76, 69.99, 69.99, 69.99, 3.5, 30.57, 4.24, 6.99, 20.99, 27.99, 69.99, 69.99, 6.99, 69.99, 27.99, 15.21, 66.49, 27.99, 69.99, 69.99, 4.21, 67.35, 69.99, 62.99, 69.99, 64.97, 13.99, 30.57, 69.99, 69.99, 17.99, 16.63, 69.99, 13.99, 25.89, 3.72, 69.99, 69.99, 69.99, 69.99, 13.99, 69.99, 71.58, 13.99, 35.85, 7.6, 13.99, 30.86, 66.49, 13.99, 15.21, 27.99, 18.42, 15.17, 13.99, 39.63, 69.99, 69.99, 27.99, 30.66, 69.99, 78.88, 27.99, 30.57, 69.99, 33.99, 69.99, 66.49, 69.99, 69.99, 69.99, 69.99, 35.85, 27.99, 6.99, 89.98, 69.99, 66.49, 27.99, 12.65, 13.99, 69.99, 13.99, 69.99, 59.49, 27.99, 4.2, 8.49, 27.99, 27.99, 69.99, 29.78, 13.99, 69.99, 8.49, 76.1, 59.49, 69.99, 27.99, 69.99, 69.99, 13.99, 27.99, 69.99, 27.99, 69.99, 25.89, 69.99, 59.49, 69.99, 66.49, 69.99, 27.99, 27.99, 59.49, 69.99, 66.49, 30.27, 27.99, 12.7, 27.99, 25.23, 12.65, 69.99, 6.99, 13.99, 13.99, 69.99, 69.99, 10.89, 69.99, 33.99, 33.99, 13.99, 25.89, 27.99, 69.99, 69.99, 13.99, 69.99, 66.49, 69.99, 69.99, 69.99, 27.99, 69.99, 27.99, 69.99, 69.99, 69.99, 69.99, 66.49, 69.99, 27.99, 13.99, 62.99, 69.99, 13.99, 69.99, 13.99, 69.99, 69.99, 69.99, 69.99, 25.89, 6.77, 27.99, 69.99, 69.99, 69.99, 25.23, 27.99, 69.99, 111.97, 6.99, 62.99, 3.25, 27.99, 69.99, 27.99, 27.99, 69.99, 69.99, 27.99, 25.89, 13.99, 16.99, 69.99, 69.99, 27.99, 6.99, 59.49, 27.99, 69.99, 15.28, 69.99, 8.34, 13.99, 6.4, 8.39, 2.09, 36.86, 7.58, 8.97, 30.66, 35.82, 69.99, 13.99, 69.99, 17.85, 35.82, 69.99, 30.35, 25.29, 12.57, 69.99, 17.96, 35.9, 27.99, 69.99, 66.49, 30.35, 66.49, 69.99, 59.49, 59.49, 69.99, 69.99, 36.86, 69.99, 27.99, 8.55, 8.97, 27.99, 1.69, 13.99, 59.480000000000004, 59.49, 59.49, 62.99, 29.77, 69.99, 69.99, 27.99, 30.8, 0.8470000267028808, 62.99, 25.21, 69.99, 27.99, 13.99, 69.99, 27.99, 69.82, 72.34, 25.29, 33.99, 7.58, 13.99, 27.99, 66.49, 30.58, 30.66, 69.99, 35.82, 13.99, 69.99, 25.89, 27.99, 69.99, 59.49, 69.99, 69.99, 69.99, 27.99, 27.99, 72.24, 69.99, 69.99, 17.98, 18.39, 69.99, 25.8, 69.99, 69.99, 69.99, 12.47, 17.8, 69.99, 69.99, 25.89, 69.99, 69.99, 27.99, 27.99, 66.49, 59.49, 30.66, 66.49, 69.99, 15.11, 27.99, 25.27, 13.99, 12.64, 27.99, 20.99, 27.99, 69.99, 6.99, 13.99, 67.99, 13.99, 69.99, 13.99, 69.99, 69.99, 27.99, 13.99, 13.99, 27.99, 13.99, 66.49, 8.49, 8.49, 15.33, 59.49, 69.99, 59.49, 50.21, 69.99, 6.99]",1
